review,sentiment,review_lemmatized
aplikasi simple membantu klu pasilitas print bukti transaksi terimakasih,1.0,aplikasi simple bantu klu pasilitas print bukti transaksi terimakasih
tolong diatasi gangguan nya nasabah membutuhkan aplikasi livin terima kasih,1.0,tolong atas ganggu dia nasabah butuh aplikasi livin terima kasih
oke bagus,1.0,oke bagus
membantu kreeennn beuttttt,1.0,bantu kreeennn beuttttt
good jobs,1.0,good jobs
good,1.0,good
membantu,1.0,bantu
aneh banget yg kasih rate bintang oke aja pake aplikasi bank mandiri apalgi livin by mandiri yg tampilannya ok jg fiturnya lbh bagus intip saldonya login lbh transaksi gak kendala mantap pokoknya,1.0,aneh banget yang kasih rate bintang oke aja pake aplikasi bank mandiri apalgi livin by mandiri yang tampil dia ok jg fitur dia lbh bagus intip saldonya login lbh transaksi gak kendala mantap pokok dia
ulasan terbaru kasih bintang ngerasain sih pas suruh masukkin no kartu tgl lahirnya aja disuruh ganti password disuruh kirim verifikasi sms berulang ulang loginnya ajaa gak berhasil kalo secepatnya diperbaiki aplikasinya nasabahnya nyaman pake aplikasi mandirinya,1.0,ulas baru kasih bintang rasain sih pas suruh masukkin no kartu tgl lahir dia aja suruh ganti password suruh kirim verifikasi sms berulang ulang login dia ajaa gak berhasil kalo secepat nya baik aplikasi dia nasabah dia nyaman pake aplikasi mandiri nya
oke,1.0,oke
say ter bantu ny apliksi livin by mandiri tf rmh mkah ya bang mandiri,1.0,say ter bantu ny apliksi livin by mandiri tf rmh mkah ya bang mandiri
fitur lengkap,1.0,fitur lengkap
bagus membantu ga kendala livin transaksi setor tunai livin bikin melirik bank digital lengkap fitur investasi reksadana kpr dll mohon ditingkatkan apresiasi bangga mengajak temen yg livin livin investasi reksadana,1.0,bagus bantu ga kendala livin transaksi setor tunai livin bikin lirik bank digital lengkap fitur investasi reksadana kpr dll mohon tingkat apresiasi bangga ajak temen yang livin livin investasi reksadana
ok,1.0,ok
mantap,1.0,mantap
alhamdulilah bermanfaat,1.0,alhamdulilah manfaat
aplikasi membantu,1.0,aplikasi bantu
membantu,1.0,bantu
nice,1.0,nice
oke,1.0,oke
ok,1.0,ok
memudahkan bertransaksi bayar toko online transfer dana lancar bayar gaji karyawan tinggal ketik nomor rekening langsung deh masuk nyatai kota rumah,1.0,mudah transaksi bayar toko online transfer dana lancar bayar gaji karyawan tinggal ketik nomor rekening langsung deh masuk nyatai kota rumah
new livin kereeen fitur canggih transaksi mudah nyaman,1.0,new livin kereeen fitur canggih transaksi mudah nyaman
aman,1.0,aman
mantap cepat,1.0,mantap cepat
mantab,1.0,mantab
aplikasi membantu,1.0,aplikasi bantu
tf min,1.0,tf min
ok,1.0,ok
good,1.0,good
berguna memudah ransaksi,1.0,guna pudah ransaksi
efisien,1.0,efisien
mudah praktis,1.0,mudah praktis
mantab,1.0,mantab
mantul,1.0,mantul
mantap,1.0,mantap
oke,1.0,oke
pawit andi santoso,1.0,pawit andi santoso
ok,1.0,ok
good,1.0,good
bagus,1.0,bagus
good,1.0,good
siip ok deh,1.0,siip ok deh
good,1.0,good
insyaallah,1.0,insyaal lah
mantap,1.0,mantap
congratulation,1.0,congratulation
mantap terbantu,1.0,mantap bantu
ok,1.0,ok
bagus,1.0,bagus
mantap,1.0,mantap
membantu,1.0,bantu
mantap,1.0,mantap
transaksi mudah,1.0,transaksi mudah
oke banget,1.0,oke banget
mohon history penggunaan emoney aktifkan u pemegang emoney perusahaan rembes tol,1.0,mohon history guna emoney aktif u pegang emoney usaha rembes tol
yg terbaik,1.0,yang baik
fitur tampilan ok lg,1.0,fitur tampil ok lg
ok,1.0,ok
bermanfaat,1.0,manfaat
trimakasih livin by mandiri gampang transper apapun isi pulsa mudah,1.0,trimakasih livin by mandiri gampang transper apa pun isi pulsa mudah
keren,1.0,keren
aplikasinya wowwww,1.0,aplikasi dia wowwww
kariyawan rendah jdi ya bersyukur alpikasi livin terimahkasih bank mandiri sukses,1.0,kariyawan rendah jdi ya bersyukur alpikasi livin terimahkasih bank mandiri sukses
ok,1.0,ok
bagus,1.0,bagus
terbaik,1.0,baik
aplikasi nya bagus,1.0,aplikasi dia bagus
membantu bos que,1.0,bantu bos que
top,1.0,top
membantu,1.0,bantu
mohon tingkatkan kualitas aplikasi lemot pembaharuan menerus verifikasi ulang,1.0,mohon tingkat kualitas aplikasi lemot baharu terus verifikasi ulang
terima kasih livin,1.0,terima kasih livin
aplikasi smart cepat mantap,1.0,aplikasi smart cepat mantap
mudah akses,1.0,mudah akses
bagus n smakin simple,1.0,bagus n smakin simple
puas,1.0,puas
smakin bagus mudah,1.0,smakin bagus mudah
memudahkan transaksi uang dimanapun,1.0,mudah transaksi uang dimanapun
kereen,1.0,kereen
membantu,1.0,bantu
aplikasi bagus,1.0,aplikasi bagus
membantu cepat mudah livin nya tampa atm,1.0,bantu cepat mudah livin dia tampa atm
kali livin,1.0,kali livin
membaik,1.0,baik
cih ok ok good,1.0,cih ok ok good
pokoknya mantap,1.0,pokok dia mantap
livin yg lengkap,1.0,livin yang lengkap
mantap bermanfaat cepat tanggap andalkan,1.0,mantap manfaat cepat tanggap andal
z dift sssi ii,1.0,z dift sssi ii
aplikasinya bagus bayar beli mudah pokoknya,1.0,aplikasi dia bagus bayar beli mudah pokok dia
mantap,1.0,mantap
kasih bintang mohon maaf langsung respon livin nya semoga kedepannya custumer percaya livin by mandiri inovasi,1.0,kasih bintang mohon maaf langsung respon livin dia semoga kedepan dia custumer percaya livin by mandiri inovasi
mohon perbaikan transfer bank kesalahan pemberian status berbeda,1.0,mohon baik transfer bank salah beri status beda
mantap,1.0,mantap
yes mantap,1.0,yes mantap
mengupdatenya ya,1.0,update dia ya
maaauy daftar,1.0,maaauy daftar
mantap lengakap,1.0,mantap lengakap
mempermudah,1.0,mudah
oke,1.0,oke
memuaskan bagus,1.0,puas bagus
oke,1.0,oke
mantap livin by mandiri semoga akurat maju sukses,1.0,mantap livin by mandiri semoga akurat maju sukses
top,1.0,top
terimakasih livin mandiri transksi lbih mudah dlm pembayaran apapun,1.0,terimakasih livin mandiri transksi lbih mudah dlm bayar apapun
nice,1.0,nice
bermanfaat,1.0,manfaat
membantu,1.0,bantu
bagus,1.0,bagus
gampang,1.0,gampang
mantap,1.0,mantap
mantap,1.0,mantap
alhamdulilah membantu transaksi terimakasih livin by mandiri,1.0,alhamduli lah bantu transaksi terimakasih livin by mandiri
gampang praktis,1.0,gampang praktis
bagus,1.0,bagus
tingkatkan data transaksi,1.0,tingkat data transaksi
lemot ya,1.0,lemot ya
enak aplikasinya coba biar paham eror lg yaaa,1.0,enak aplikasi dia coba biar paham eror lg yaaa
livin ok,1.0,livin ok
memuaskan,1.0,puas
best,1.0,best
mudah bah pison beruntung livin keren,1.0,mudah bah pison beruntung livin keren
lebihh mudah bertransaksi,1.0,lebihh mudah transaksi
matab,1.0,matab
mantap,1.0,mantap
membantu,1.0,bantu
mudah yg gold sat set sat set,1.0,mudah yang gold sat set sat set
mempermudah transaksi,1.0,mudah transaksi
livin yg kuning lbih mudah gampang,1.0,livin yang kuning lbih mudah gampang
mantul,1.0,mantul
memuaskan bonus,1.0,puas bonus
mantap,1.0,mantap
top,1.0,top
jaya bank mandiri,1.0,jaya bank mandiri
user id livin mohon bantuannya,1.0,user id livin mohon bantu dia
membantu,1.0,bantu
livin mandiri transaksi apapun mudah,1.0,livin mandiri transaksi apa pun mudah
nice app lication,1.0,nice app lication
mudah useful,1.0,mudah useful
membantu urusan keuangan good job tingkatkan,1.0,bantu urus uang good job tingkat
two thumbs,1.0,two thumbs
mudah lengkap,1.0,mudah lengkap
bgs bgt mmpermudah,1.0,bgs bgt mudah
bagus,1.0,bagus
praktis,1.0,praktis
membantu,1.0,bantu
ok,1.0,ok
transaksi livin in aja,1.0,transaksi livin in aja
aplikasi membatu tingkatkan yah min yg terbaik,1.0,aplikasi batu tingkat yah min yang baik
membantu,1.0,bantu
bagus,1.0,bagus
mantap,1.0,mantap
keren nih aplikasi,1.0,keren nih aplikasi
good,1.0,good
ntap,1.0,ntap
oke,1.0,oke
puas aman,1.0,puas aman
efektif,1.0,efektif
aplikasi keren,1.0,aplikasi keren
skalian komplen knp livin ga dosa update,1.0,skali komplen knp livin ga dosa update
membantu keperluan perbankan,1.0,bantu perlu bank
puas,1.0,puas
bagus livin canggih tampilannya segar,1.0,bagus livin canggih tampil dia segar
mudah,1.0,mudah
livin istimewa,1.0,livin istimewa
bismillah semoga kedepannya yaa,1.0,bismillah semoga kedepan dia yaa
ok,1.0,ok
top,1.0,top
ok,1.0,ok
bagus,1.0,bagus
mudah membantu proses transaksi,1.0,mudah bantu proses transaksi
transaksi nyaman mudah,1.0,transaksi nyaman mudah
gak ribet ganti pin hehe,1.0,gak ribet ganti pin hehe
bagus,1.0,bagus
mudah transaksi lengkap,1.0,mudah transaksi lengkap
oke ubha rating nya,1.0,oke ubha rating dia
sanggar memudahkanku,1.0,sanggar pudah
mempermudah dlm transaksi trima ksih,1.0,mudah dlm transaksi trima ksih
mantabz pokonya,1.0,mantabz pokonya
suka suka,1.0,suka suka
alhamdulillah,1.0,alhamdulil lah
lbh cpt,1.0,lbh cpt
mudah,1.0,mudah
bagus semoga ditingkatkan layanannya,1.0,bagus semoga tingkat layan dia
bagus,1.0,bagus
kerwen,1.0,kerwen
membantu percaya bertransaksi lengkap memuaskan penggunanya,1.0,bantu percaya transaksi lengkap puas guna dia
jossssse,1.0,jossssse
cepat akurat,1.0,cepat akurat
mantap,1.0,mantap
tolong aplikasi,1.0,tolong aplikasi
mudah lancar,1.0,mudah lancar
good,1.0,good
saran utk menu qris quick pick jd g repot buka user,1.0,saran utk menu qris quick pick jd g repot buka user
memudahkan transaksi,1.0,mudah transaksi
mantul terimakasih promo diskon belanja online,1.0,mantul terimakasih promo diskon belanja online
mebantu,1.0,bantu
ok,1.0,ok
matap,1.0,matap
mantap membantu,1.0,mantap bantu
ok bgt,1.0,ok bgt
top jadikan hidup mudah menyenangkan,1.0,top jadi hidup mudah senang
jokowi,1.0,jokowi
mudah,1.0,mudah
aplikasi yg berguna,1.0,aplikasi yang guna
apk pembantu bangett,1.0,apk bantu bangett
bagus,1.0,bagus
ok,1.0,ok
aplikasi mudah membantu ga ribet mudah banget dipahami ringan,1.0,aplikasi mudah bantu ga ribet mudah banget paham ringan
gak nyesel pakai livin kerja mudah fitur nya bagus transaksi gak pakai tingkat,1.0,gak nyesel pagai livin kerja mudah fitur dia bagus transaksi gak pagai tingkat
livin by mandiri serasa aplikasi tangan mudah nyaman aman,1.0,livin by mandiri serasa aplikasi tangan mudah nyaman aman
good,1.0,good
bagus mempermudah transaksi,1.0,bagus mudah transaksi
launching livin transaksi mudah aman,1.0,launching livin transaksi mudah aman
bagus,1.0,bagus
aplikasinya bagus banget mudah nyaman rekomen banget,1.0,aplikasi dia bagus banget mudah nyaman rekomen banget
terimakasih livin kemudahan,1.0,terimakasih livin mudah
puas,1.0,puas
ok goods dicoba,1.0,ok goods coba
terima kasih livin mandiri transaksi mudah catatan tolong kwalitas jaringan nya perbaiki semoga kedepannya,1.0,terima kasih livin mandiri transaksi mudah catat tolong kwalitas jaring dia perbaiki semoga kedepan nya
m banking gak login,1.0,m banking gak login
orang mengeluh dg applikasi livin mandiri warna kuning tdk sdh pake yg warna biru hijrah warna kuning tdk utk transaksi online toko pedia bukalapak lazada shopee utk transfer jg tdk koq orang pd komplain yg komplain blm memahami applikasi yg yg warni kuning sempurna pd yg biru,1.0,orang keluh dg applikasi livin mandiri warna kuning tdk sdh pake yang warna biru hijrah warna kuning tdk utk transaksi online toko pedia bukalapak lazada shopee utk transfer jg tdk koq orang pd komplain yang komplain blm paham applikasi yang yang warni kuning sempurna pd yang biru
good job livin mandiri is the best,1.0,good job livin mandiri is the best
membantu,1.0,bantu
bermanfat membantu,1.0,manfat bantu
bagus,1.0,bagus
bermanfaat,1.0,manfaat
bagus,1.0,bagus
mantap,1.0,mantap
bermanfaat good joob,1.0,manfaat good joob
bermanfaat,1.0,manfaat
ok,1.0,ok
lancar,1.0,lancar
sanagan membantu,1.0,sanag bantu
ok,1.0,ok
mudah cepat,1.0,mudah cepat
mantap,1.0,mantap
ok,1.0,ok
joss bener superapp,1.0,joss bener superapp
bagus mantap kren smua yg la pkoknya,1.0,bagus mantap kren smua yang la pkoknya
mandiri maju mantap,1.0,mandiri maju mantap
ok,1.0,ok
keren memudahkan aplikasinya i,1.0,keren mudah aplikasi dia i
puas pakai mandiri goodjob mandiri,1.0,puas pagai mandiri goodjob mandiri
kurangnya fitur power cash ditambahkn kalo livin biru,1.0,kurang nya fitur power cash tambah kalo livin biru
membantu,1.0,bantu
puas,1.0,puas
alhamdulilah rek mandiri berkat aplikasi proses cepat menit terimakasih bank mandiri,1.0,alhamdulilah rek mandiri berkat aplikasi proses cepat menit terimakasih bank mandiri
super,1.0,super
praktis,1.0,praktis
mantap,1.0,mantap
ok,1.0,ok
mantabs,1.0,mantabs
ok,1.0,ok
good,1.0,good
ok sangan membatu,1.0,ok sangan batu
praktis mudah transaksi,1.0,praktis mudah transaksi
urusan ga ribet bank,1.0,urus ga ribet bank
update ya tolong,1.0,update ya tolong
gak terhubung ya paket data internet,1.0,gak hubung ya paket data internet
mantap,1.0,mantap
membantu,1.0,bantu
ok,1.0,ok
transaksi mudah tabungan atm gampang,1.0,transaksi mudah tabung atm gampang
memudahkan praktis,1.0,mudah praktis
livin by mandiri membantu informasi,1.0,livin by mandiri bantu informasi
mantap,1.0,mantap
rakono tandingane pokoke,1.0,rakono tandingane pokoke
hebat,1.0,hebat
mantul mempermudah yg buka konter isi saldo via tf mbangking,1.0,mantul mudah yang buka konter isi saldo via tf mbangking
ok,1.0,ok
amazing good jobn,1.0,amazing good jobn
lengkap mudah goodd,1.0,lengkap mudah goodd
transaksi mudah dgn livin by mandiri,1.0,transaksi mudah dgn livin by mandiri
puas,1.0,puas
puas,1.0,puas
bagus,1.0,bagus
ok,1.0,ok
good aplication,1.0,good aplication
keren,1.0,keren
aplikasi keren perbankan digenggaman bravo mandiri,1.0,aplikasi keren bank digenggaman bravo mandiri
bagus,1.0,bagus
livin proses keuangan lancar effektive effisien,1.0,livin proses uang lancar effektive effisien
membantu,1.0,bantu
knpa susah login ya gak nya,1.0,knpa susah login ya gak nya
bagus,1.0,bagus
mantaf,1.0,mantaf
membantu,1.0,bantu
bagus bamget,1.0,bagus bamget
membantu disaat atm ato bank kt bertransaksi aman cepat,1.0,bantu disaat atm ato bank kt transaksi aman cepat
transaksi mudah bayar apapun tinggal klik terimakasih mandiri,1.0,transaksi mudah bayar apa pun tinggal klik terimakasih mandiri
mandiri livin by mandiri ok,1.0,mandiri livin by mandiri ok
puas baagus,1.0,puas baagus
aplikasi nya bagus membantu,1.0,aplikasi dia bagus bantu
good,1.0,good
good,1.0,good
syukron,1.0,syukron
mandiri keren,1.0,mandiri keren
mantap,1.0,mantap
ok,1.0,ok
nice,1.0,nice
ok,1.0,ok
aplikasinya membantuk tuk transaksi,1.0,aplikasi dia bantuk tuk transaksi
memudahkan urusan,1.0,mudah urus
keren aplikasinya tampilannya menarik mudah topup ewallet cek saldo tf dll mudah,1.0,keren aplikasi dia tampil dia menarik mudah topup ewallet cek saldo tf dll mudah
bagus,1.0,bagus
aplikasi bgus fitur lbih lngkap rwayat transaksi jlas,1.0,aplikasi bgus fitur lbih lngkap rwayat transaksi jlas
livin mudah kali transfer,1.0,livin mudah kali transfer
sisa saldo ku k update nilainya aja ya bertambah bug,1.0,sisa saldo aku k update nilai dia aja ya tambah bug
ok,1.0,ok
mudah,1.0,mudah
bermanfaat memuaskan,1.0,manfaat puas
nice,1.0,nice
keren,1.0,keren
jossss berinovasi bank mandiri,1.0,jossss inovasi bank mandiri
membantu transaksi non tunai,1.0,bantu transaksi non tunai
bagus,1.0,bagus
mantab,1.0,mantab
good,1.0,good
good,1.0,good
mantappp,1.0,mantappp
nunggu gajinya,1.0,nunggu gaji dia
semoga bermanfaat,1.0,semoga manfaat
senang,1.0,senang
ok,1.0,ok
membantu,1.0,bantu
mandiri ok,1.0,mandiri ok
puas membantu,1.0,puas bantu
bagus banget,1.0,bagus banget
apk menyenangkan membantu transaksi repot aja bisah,1.0,apk senang bantu transaksi repot aja bisah
memudahkan,1.0,mudah
mandiri,1.0,mandiri
memuaskan,1.0,puas
bagus menunya jg gampang,1.0,bagus tunya jg gampang
terbaik,1.0,baik
good aplikasi,1.0,good aplikasi
aplikasi membantu,1.0,aplikasi bantu
good,1.0,good
top,1.0,top
oke bgt,1.0,oke bgt
good luck,1.0,good luck
lh,1.0,lh
mudah biaya admnya ok bgt ga mahal,1.0,mudah biaya admnya ok bgt ga mahal
mandiri ok,1.0,mandiri ok
terima kasih berjalan lancar,1.0,terima kasih jalan lancar
bagus,1.0,bagus
menyenangkan,1.0,senang
tampilan yg menarik,1.0,tampil yang menarik
menuaskan,1.0,tuas
membantu terima kasih mandiri,1.0,bantu terima kasih mandiri
mantap x mangkinan aplikasi livin membantu,1.0,mantap x mangkin aplikasi livin bantu
terima kasih kemudahannya,1.0,terima kasih mudah dia
mudah cepat bertransaksi apapun,1.0,mudah cepat transaksi apapun
aplikasi bank mantap kalah bank bri,1.0,aplikasi bank mantap kalah bank bri
bagus,1.0,bagus
bagus,1.0,bagus
aplikasi butuhkan,1.0,aplikasi butuh
alus,1.0,alus
mantap,1.0,mantap
pelayanan cepat,1.0,layan cepat
good,1.0,good
easy,1.0,easy
josssss pokoknya tiada gandos markojooss,1.0,josssss pokok dia tiada gandos markojooss
membantu,1.0,bantu
mudah diaplikasikan,1.0,mudah aplikasi
mantap,1.0,mantap
love,1.0,love
ok,1.0,ok
mantap,1.0,mantap
mantap aplikasi nya,1.0,mantap aplikasi dia
ok bangeetss,1.0,ok bangeetss
membantu,1.0,bantu
mayann,1.0,mayann
aplikasi mantap nih,1.0,aplikasi mantap nih
membantu pembuatannya mudah full online,1.0,bantu buat dia mudah full online
ok prima,1.0,ok prima
mantap,1.0,mantap
bagus sejali,1.0,bagus sejali
livin by mandiri membantu,1.0,livin by mandiri bantu
mantap,1.0,mantap
thank you,1.0,thank you
aplikasi keren perbankan tarik tunai atm bayar bayar mudah,1.0,aplikasi keren bank tarik tunai atm bayar bayar mudah
good,1.0,good
ya gak buka tdi pagi coba buka menghubunkan,1.0,a <sos>a gak buka tdi pagi coba buka hubun
mantap,1.0,mantap
ok banget,1.0,ok banget
tlng perbaiki eror,1.0,tlng perbaiki eror
ok,1.0,ok
good,1.0,good
oke,1.0,oke
wow,1.0,wow
seru isi pulsa bayar listrik transfer jg,1.0,seru isi pulsa bayar listrik transfer jg
good aplikasi membantu,1.0,good aplikasi bantu
good app,1.0,good app
manpaat nya,1.0,manpaat dia
tolong perbaiki bug aplikasinya login susah akses susah terbuang verifikasi ganti logo kuning ribet akses aplikasinya kalinya kecewa mandiri lancar ganti livin kaya gak keurus amburadul,1.0,tolong perbaiki bug aplikasi dia login susah akses susah terbuang verifikasi ganti logo kuning ribet akses aplikasi dia kali dia kecewa mandiri lancar ganti livin kaya gak keurus amburadul
mempermudah transaksi kl biaya transaksi bank digratisin,1.0,mudah transaksi kl biaya transaksi bank digratisin
membantu ajibb,1.0,bantu ajibb
membantu dlm transaksi,1.0,bantu dlm transaksi
mantab,1.0,mantab
meringankan beban antrian,1.0,ringan beban antri
update nya,1.0,update dia
bagus,1.0,bagus
membantu,1.0,bantu
ok,1.0,ok
nasabah,1.0,nasabah
n bermanfaat,1.0,n manfaat
bagus trasfer,1.0,bagus trasfer
membantu,1.0,bantu
lfg,1.0,lfg
ok,1.0,ok
good,1.0,good
aplikasinya bagus gampang praktis tinggal rumah kalo transaksi apapun,1.0,aplikasi dia bagus gampang praktis tinggal rumah kalo transaksi apapun
aplikasix mantap membantu,1.0,aplikasix mantap bantu
oke,1.0,oke
bgs,1.0,bgs
terbaik,1.0,baik
membantu,1.0,bantu
niceee,1.0,niceee
cm hambatan knp cek saldo nol saldonya disetiap tanggal tua,1.0,cm hambat knp cek saldo nol saldonya disetiap tanggal tua
service excellent,1.0,service excellent
bagusss,1.0,bagusss
kirim sms verifikasi pulsa mohon solusinya,1.0,kirim sms verifikasi pulsa mohon solusi dia
good service make esier for live,1.0,good service make esier for live
mantap,1.0,mantap
aplikasi bagus tranfer m banking mobil mudah terimakasih bank mandiri,1.0,aplikasi bagus tranfer m banking mobil mudah terimakasih bank mandiri
